Datum,MunicipalityCode,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Aantal,AantalCumulatief,population,populationMunicipalityName,infectionsPerPopulation,infectionsPer1000,infectionsPer10000
2020-12-13,GM1896,1896,Zwartewaterland,Overijssel,23,6,682,23039,Zwartewaterland,0.029601979252571728,29.601979252571727,296.01979252571726
2020-12-13,GM1900,1900,Súdwest-Fryslân,Friesland,21,42,2182,90307,S�dwest-Frysl�n,0.024162025092185544,24.162025092185544,241.62025092185544
2020-12-13,GM1901,1901,Bodegraven-Reeuwijk,Zuid-Holland,28,19,1417,35818,Bodegraven-Reeuwijk,0.03956111452342398,39.56111452342398,395.6111452342398
2020-12-13,GM1903,1903,Eijsden-Margraten,Limburg,31,24,802,25847,Eijsden-Margraten,0.03102874608271753,31.02874608271753,310.2874608271753
2020-12-13,GM1904,1904,Stichtse Vecht,Utrecht,26,46,2400,65190,Stichtse Vecht,0.03681546249424758,36.81546249424758,368.1546249424758
2020-12-13,GM1911,1911,Hollands Kroon,Noord-Holland,27,22,945,48755,Hollands Kroon,0.019382627422828428,19.382627422828428,193.8262742282843
2020-12-13,GM1916,1916,Leidschendam-Voorburg,Zuid-Holland,28,49,2732,76727,Leidschendam-Voorburg,0.03560676163540866,35.60676163540866,356.06761635408657
2020-12-13,GM1924,1924,Goeree-Overflakkee,Zuid-Holland,28,31,1805,51042,Goeree-Overflakkee,0.03536303436385722,35.36303436385722,353.6303436385722
2020-12-13,GM1926,1926,Pijnacker-Nootdorp,Zuid-Holland,28,42,2319,56701,Pijnacker-Nootdorp,0.04089874958113614,40.89874958113614,408.9874958113614
2020-12-13,GM1930,1930,Nissewaard,Zuid-Holland,28,34,3701,86306,Nissewaard,0.04288230250504021,42.88230250504021,428.82302505040207
2020-12-13,GM1931,1931,Krimpenerwaard,Zuid-Holland,28,34,2262,57151,Krimpenerwaard,0.03957935994120838,39.579359941208374,395.7935994120838
2020-12-13,GM1940,1940,De Fryske Marren,Friesland,21,14,855,51682,De Fryske Marren,0.016543477419604505,16.543477419604503,165.43477419604505
2020-12-13,GM1942,1942,Gooise Meren,Noord-Holland,27,27,1858,58973,Gooise Meren,0.03150594339782612,31.505943397826123,315.0594339782612
2020-12-13,GM1945,1945,Berg en Dal,Gelderland,25,16,1405,34979,Berg en Dal,0.04016695731724749,40.16695731724749,401.6695731724749
2020-12-13,GM1948,1948,Meierijstad,Noord-Brabant,30,52,2820,82681,Meierijstad,0.03410698951391493,34.106989513914925,341.0698951391493
2020-12-13,GM1949,1949,Waadhoeke,Friesland,21,15,699,46399,Waadhoeke,0.015064979848703636,15.064979848703636,150.64979848703635
2020-12-13,GM1950,1950,Westerwolde,Groningen,20,18,514,26657,Westerwolde,0.019281989721273964,19.281989721273963,192.81989721273965
2020-12-13,GM1952,1952,Midden-Groningen,Groningen,20,16,878,60897,Midden-Groningen,0.014417787411530946,14.417787411530947,144.17787411530946
2020-12-13,GM1954,1954,Beekdaelen,Limburg,31,24,898,35931,Beekdaelen,0.02499234644179121,24.99234644179121,249.9234644179121
2020-12-13,GM1955,1955,Montferland,Gelderland,25,22,932,36365,Montferland,0.025629038911040836,25.629038911040837,256.29038911040834
2020-12-13,GM1959,1959,Altena,Noord-Brabant,30,79,2627,57056,Altena,0.04604248457655637,46.04248457655637,460.42484576556365
2020-12-13,GM1960,1960,West Betuwe,Gelderland,25,36,2009,52009,West Betuwe,0.03862792978138399,38.62792978138399,386.2792978138399
2020-12-13,GM1961,1961,Vijfheerenlanden,Utrecht,26,28,2311,58957,Vijfheerenlanden,0.039198059602761334,39.19805960276133,391.98059602761333
2020-12-13,GM1963,1963,Hoeksche Waard,Zuid-Holland,28,30,3023,88832,Hoeksche Waard,0.0340305295389049,34.030529538904894,340.305295389049
2020-12-13,GM1966,1966,Het Hogeland,Groningen,20,14,824,48001,Het Hogeland,0.017166309035228432,17.166309035228434,171.6630903522843
2020-12-13,GM1969,1969,Westerkwartier,Groningen,20,22,797,64331,Westerkwartier,0.012389050380065597,12.389050380065598,123.89050380065598
2020-12-13,GM1970,1970,Noardeast-Fryslân,Friesland,21,8,677,45612,Noardeast-Frysl�n,0.014842585284574234,14.842585284574234,148.42585284574236
2020-12-13,GM1978,1978,Molenlanden,Zuid-Holland,28,35,1774,44692,Molenlanden,0.03969390494943167,39.69390494943167,396.9390494943167
2020-12-14,GM0003,3,Appingedam,Groningen,20,6,194,,,,,
2020-12-14,GM0010,10,Delfzijl,Groningen,20,17,406,,,,,
2020-12-14,GM0014,14,Groningen,Groningen,20,67,5030,234949,Groningen,0.021408901506284342,21.40890150628434,214.08901506284343
2020-12-14,GM0024,24,Loppersum,Groningen,20,6,131,,,,,
2020-12-14,GM0034,34,Almere,Flevoland,24,158,7760,218334,Almere,0.03554187620801158,35.54187620801158,355.4187620801158
2020-12-14,GM0037,37,Stadskanaal,Groningen,20,28,855,31881,Stadskanaal,0.02681848122706314,26.818481227063142,268.1848122706314
2020-12-14,GM0047,47,Veendam,Groningen,20,14,394,27465,Veendam,0.01434553067540506,14.34553067540506,143.4553067540506
2020-12-14,GM0050,50,Zeewolde,Flevoland,24,8,490,23464,Zeewolde,0.020883054892601432,20.883054892601432,208.83054892601433
2020-12-14,GM0059,59,Achtkarspelen,Friesland,21,13,377,27957,Achtkarspelen,0.013484994813463533,13.484994813463533,134.84994813463533
2020-12-14,GM0060,60,Ameland,Friesland,21,8,65,3749,Ameland,0.017337956788476928,17.337956788476927,173.37956788476927
2020-12-14,GM0072,72,Harlingen,Friesland,21,3,173,15922,Harlingen,0.010865469162165558,10.865469162165558,108.65469162165557
2020-12-14,GM0074,74,Heerenveen,Friesland,21,11,693,51211,Heerenveen,0.013532248930893753,13.532248930893752,135.32248930893752
2020-12-14,GM0080,80,Leeuwarden,Friesland,21,33,2165,125712,Leeuwarden,0.01722190403461881,17.22190403461881,172.2190403461881
2020-12-14,GM0085,85,Ooststellingwerf,Friesland,21,4,391,25714,Ooststellingwerf,0.01520572450805009,15.205724508050091,152.0572450805009
2020-12-14,GM0086,86,Opsterland,Friesland,21,15,373,29791,Opsterland,0.012520559900641133,12.520559900641134,125.20559900641133
2020-12-14,GM0088,88,Schiermonnikoog,Friesland,21,0,5,945,Schiermonnikoog,0.005291005291005291,5.291005291005291,52.910052910052904
2020-12-14,GM0090,90,Smallingerland,Friesland,21,21,731,55798,Smallingerland,0.013100827986666189,13.10082798666619,131.0082798666619
2020-12-14,GM0093,93,Terschelling,Friesland,21,0,77,4917,Terschelling,0.015659955257270694,15.659955257270694,156.59955257270693
2020-12-14,GM0096,96,Vlieland,Friesland,21,0,19,1198,Vlieland,0.015859766277128547,15.859766277128546,158.59766277128546
2020-12-14,GM0098,98,Weststellingwerf,Friesland,21,9,428,26275,Weststellingwerf,0.016289248334919123,16.289248334919122,162.89248334919122
2020-12-14,GM0106,106,Assen,Drenthe,22,14,1178,69069,Assen,0.017055408359756184,17.055408359756186,170.55408359756186
2020-12-14,GM0109,109,Coevorden,Drenthe,22,24,717,35472,Coevorden,0.020213125845737482,20.213125845737483,202.13125845737483
2020-12-14,GM0114,114,Emmen,Drenthe,22,58,2674,107958,Emmen,0.024768891605994926,24.768891605994927,247.68891605994926
2020-12-14,GM0118,118,Hoogeveen,Drenthe,22,34,1195,55964,Hoogeveen,0.021353012650989923,21.35301265098992,213.53012650989922
2020-12-14,GM0119,119,Meppel,Drenthe,22,11,608,34749,Meppel,0.017496906385795274,17.496906385795274,174.96906385795273
2020-12-14,GM0141,141,Almelo,Overijssel,23,43,3077,73164,Almelo,0.0420562025039637,42.056202503963696,420.562025039637
2020-12-14,GM0147,147,Borne,Overijssel,23,8,791,24095,Borne,0.032828387632288854,32.82838763228885,328.28387632288855
2020-12-14,GM0148,148,Dalfsen,Overijssel,23,13,809,29182,Dalfsen,0.02772256870673703,27.72256870673703,277.2256870673703
2020-12-14,GM0150,150,Deventer,Overijssel,23,55,3152,101553,Deventer,0.0310379801679911,31.0379801679911,310.379801679911
2020-12-14,GM0153,153,Enschede,Overijssel,23,54,5609,160341,Enschede,0.03498169526197292,34.981695261972924,349.81695261972925
2020-12-14,GM0158,158,Haaksbergen,Overijssel,23,17,1041,24257,Haaksbergen,0.04291544708743868,42.91544708743868,429.1544708743868
2020-12-14,GM0160,160,Hardenberg,Overijssel,23,22,1398,61890,Hardenberg,0.02258846340281144,22.58846340281144,225.8846340281144
2020-12-14,GM0163,163,Hellendoorn,Overijssel,23,25,1301,35998,Hellendoorn,0.036140896716484246,36.14089671648424,361.40896716484247
2020-12-14,GM0164,164,Hengelo,Overijssel,23,29,2843,81531,Hengelo,0.03487017208178484,34.870172081784844,348.7017208178484
2020-12-14,GM0166,166,Kampen,Overijssel,23,17,1300,54902,Kampen,0.023678554515318202,23.6785545153182,236.78554515318203
2020-12-14,GM0168,168,Losser,Overijssel,23,12,954,23142,Losser,0.04122374902774177,41.22374902774177,412.2374902774177
2020-12-14,GM0171,171,Noordoostpolder,Flevoland,24,50,1343,48199,Noordoostpolder,0.027863648623415425,27.863648623415425,278.63648623415423
2020-12-14,GM0173,173,Oldenzaal,Overijssel,23,13,1304,31781,Oldenzaal,0.0410308045687675,41.0308045687675,410.308045687675
2020-12-14,GM0175,175,Ommen,Overijssel,23,6,363,18459,Ommen,0.01966520396554526,19.66520396554526,196.6520396554526
2020-12-14,GM0177,177,Raalte,Overijssel,23,27,1289,38166,Raalte,0.033773515694597286,33.773515694597286,337.73515694597285
2020-12-14,GM0180,180,Staphorst,Overijssel,23,14,615,17278,Staphorst,0.03559439749971061,35.59439749971061,355.9439749971061
2020-12-14,GM0183,183,Tubbergen,Overijssel,23,6,1216,21359,Tubbergen,0.056931504283908425,56.931504283908424,569.3150428390843
2020-12-14,GM0184,184,Urk,Flevoland,24,17,1358,21507,Urk,0.06314223276142651,63.14223276142651,631.4223276142651
2020-12-14,GM0189,189,Wierden,Overijssel,23,21,1290,24677,Wierden,0.05227539814402075,52.27539814402075,522.7539814402074
2020-12-14,GM0193,193,Zwolle,Overijssel,23,20,2815,130943,Zwolle,0.021497903668008217,21.497903668008217,214.97903668008217
2020-12-14,GM0197,197,Aalten,Gelderland,25,10,706,27122,Aalten,0.026030528722070644,26.030528722070642,260.3052872207064
2020-12-14,GM0200,200,Apeldoorn,Gelderland,25,105,4148,165741,Apeldoorn,0.02502699995776543,25.02699995776543,250.26999957765432
2020-12-14,GM0202,202,Arnhem,Gelderland,25,68,5116,164319,Arnhem,0.031134561432335884,31.134561432335882,311.34561432335886
2020-12-14,GM0203,203,Barneveld,Gelderland,25,81,2414,60652,Barneveld,0.03980083097012464,39.80083097012464,398.00830970124645
2020-12-14,GM0209,209,Beuningen,Gelderland,25,9,797,26242,Beuningen,0.0303711607347001,30.3711607347001,303.711607347001
2020-12-14,GM0213,213,Brummen,Gelderland,25,14,476,20866,Brummen,0.02281223042269721,22.81223042269721,228.1223042269721
2020-12-14,GM0214,214,Buren,Gelderland,25,11,817,27237,Buren,0.029995961376069316,29.995961376069317,299.9596137606932
2020-12-14,GM0216,216,Culemborg,Gelderland,25,17,1071,29320,Culemborg,0.036527967257844476,36.52796725784447,365.2796725784448
2020-12-14,GM0221,221,Doesburg,Gelderland,25,1,293,11037,Doesburg,0.026547068949895804,26.547068949895806,265.47068949895805
2020-12-14,GM0222,222,Doetinchem,Gelderland,25,33,1516,58593,Doetinchem,0.025873397846159097,25.873397846159097,258.733978461591
2020-12-14,GM0225,225,Druten,Gelderland,25,9,575,19191,Druten,0.029961961336042935,29.961961336042936,299.61961336042935
2020-12-14,GM0226,226,Duiven,Gelderland,25,11,827,24908,Duiven,0.0332021840372571,33.202184037257105,332.02184037257103
2020-12-14,GM0228,228,Ede,Gelderland,25,112,4166,120101,Ede,0.03468747137825663,34.68747137825663,346.87471378256635
2020-12-14,GM0230,230,Elburg,Gelderland,25,12,681,23728,Elburg,0.02870026972353338,28.70026972353338,287.0026972353338
2020-12-14,GM0232,232,Epe,Gelderland,25,18,820,33218,Epe,0.0246854115238726,24.6854115238726,246.854115238726
2020-12-14,GM0233,233,Ermelo,Gelderland,25,13,793,27268,Ermelo,0.029081707495965968,29.08170749596597,290.8170749596597
2020-12-14,GM0243,243,Harderwijk,Gelderland,25,24,1377,48824,Harderwijk,0.028203342618384402,28.2033426183844,282.033426183844
2020-12-14,GM0244,244,Hattem,Gelderland,25,2,278,12312,Hattem,0.02257959714100065,22.579597141000647,225.79597141000647
2020-12-14,GM0246,246,Heerde,Gelderland,25,5,447,19038,Heerde,0.02347935707532304,23.47935707532304,234.7935707532304
2020-12-14,GM0252,252,Heumen,Gelderland,25,9,571,16918,Heumen,0.03375103440122946,33.75103440122946,337.5103440122946
2020-12-14,GM0262,262,Lochem,Gelderland,25,13,844,34086,Lochem,0.024760898902775334,24.760898902775335,247.60898902775332
2020-12-14,GM0263,263,Maasdriel,Gelderland,25,14,957,25618,Maasdriel,0.037356546178468265,37.356546178468264,373.56546178468267
2020-12-14,GM0267,267,Nijkerk,Gelderland,25,24,1545,44436,Nijkerk,0.034769106130164734,34.76910613016474,347.6910613016473
2020-12-14,GM0268,268,Nijmegen,Gelderland,25,51,5843,179494,Nijmegen,0.032552620143291695,32.5526201432917,325.52620143291693
2020-12-14,GM0269,269,Oldebroek,Gelderland,25,18,590,23974,Oldebroek,0.02460999416034037,24.60999416034037,246.0999416034037
2020-12-14,GM0273,273,Putten,Gelderland,25,27,764,24627,Putten,0.031022861087424372,31.02286108742437,310.2286108742437
2020-12-14,GM0274,274,Renkum,Gelderland,25,10,868,31320,Renkum,0.027713920817369092,27.713920817369093,277.1392081736909
2020-12-14,GM0275,275,Rheden,Gelderland,25,20,1261,43458,Rheden,0.029016521699111786,29.016521699111784,290.16521699111786
2020-12-14,GM0277,277,Rozendaal,Gelderland,25,3,43,1755,Rozendaal,0.0245014245014245,24.5014245014245,245.014245014245
2020-12-14,GM0279,279,Scherpenzeel,Gelderland,25,15,409,10317,Scherpenzeel,0.03964330716293496,39.64330716293496,396.43307162934957
2020-12-14,GM0281,281,Tiel,Gelderland,25,25,1597,42294,Tiel,0.0377594930723034,37.7594930723034,377.594930723034
2020-12-14,GM0285,285,Voorst,Gelderland,25,17,599,25019,Voorst,0.023941804228786123,23.941804228786122,239.41804228786123
2020-12-14,GM0289,289,Wageningen,Gelderland,25,20,1194,40056,Wageningen,0.02980826842420611,29.80826842420611,298.0826842420611
2020-12-14,GM0293,293,Westervoort,Gelderland,25,4,472,14943,Westervoort,0.031586696111891854,31.586696111891854,315.86696111891854
2020-12-14,GM0294,294,Winterswijk,Gelderland,25,20,724,29144,Winterswijk,0.024842163052429315,24.842163052429314,248.42163052429314
2020-12-14,GM0296,296,Wijchen,Gelderland,25,47,1414,41302,Wijchen,0.03423563023582393,34.23563023582393,342.3563023582393
2020-12-14,GM0297,297,Zaltbommel,Gelderland,25,28,1248,30041,Zaltbommel,0.04154322426017776,41.54322426017776,415.4322426017776
2020-12-14,GM0299,299,Zevenaar,Gelderland,25,9,1027,44676,Zevenaar,0.022987733906347927,22.987733906347927,229.87733906347927
2020-12-14,GM0301,301,Zutphen,Gelderland,25,14,1142,48322,Zutphen,0.0236331277678904,23.6331277678904,236.331277678904
2020-12-14,GM0302,302,Nunspeet,Gelderland,25,18,815,28233,Nunspeet,0.028866928771296003,28.866928771296003,288.66928771296006
2020-12-14,GM0303,303,Dronten,Flevoland,24,35,961,43026,Dronten,0.022335332124761773,22.335332124761774,223.35332124761774
2020-12-14,GM0307,307,Amersfoort,Utrecht,26,121,5804,158836,Amersfoort,0.03654083457150772,36.540834571507716,365.4083457150772
2020-12-14,GM0308,308,Baarn,Utrecht,26,7,809,24881,Baarn,0.0325147703066597,32.514770306659706,325.14770306659705
2020-12-14,GM0310,310,De Bilt,Utrecht,26,22,1589,43486,De Bilt,0.03654049579174907,36.540495791749066,365.40495791749066
2020-12-14,GM0312,312,Bunnik,Utrecht,26,6,485,15684,Bunnik,0.030923233868910993,30.923233868910994,309.23233868910995
2020-12-14,GM0313,313,Bunschoten,Utrecht,26,32,1614,22323,Bunschoten,0.07230210993146083,72.30210993146083,723.0210993146083
2020-12-14,GM0317,317,Eemnes,Utrecht,26,1,294,9462,Eemnes,0.031071655041217502,31.0716550412175,310.716550412175
2020-12-14,GM0321,321,Houten,Utrecht,26,31,1714,50305,Houten,0.03407215982506709,34.07215982506709,340.72159825067087
2020-12-14,GM0327,327,Leusden,Utrecht,26,12,910,30756,Leusden,0.02958772272076993,29.58772272076993,295.8772272076993
2020-12-14,GM0331,331,Lopik,Utrecht,26,12,616,14540,Lopik,0.04236588720770289,42.36588720770289,423.6588720770289
2020-12-14,GM0335,335,Montfoort,Utrecht,26,15,550,13813,Montfoort,0.039817563165134295,39.817563165134295,398.17563165134294
2020-12-14,GM0339,339,Renswoude,Utrecht,26,5,193,5637,Renswoude,0.0342380698953344,34.2380698953344,342.380698953344
2020-12-14,GM0340,340,Rhenen,Utrecht,26,17,865,20253,Rhenen,0.04270972201649138,42.709722016491384,427.09722016491384
2020-12-14,GM0342,342,Soest,Utrecht,26,25,1690,47104,Soest,0.03587805706521739,35.87805706521739,358.78057065217394
2020-12-14,GM0344,344,Utrecht,Utrecht,26,102,15427,362715,Utrecht,0.04253201549425858,42.53201549425858,425.32015494258576
2020-12-14,GM0345,345,Veenendaal,Utrecht,26,75,3280,67789,Veenendaal,0.04838543126465946,48.38543126465946,483.8543126465946
2020-12-14,GM0351,351,Woudenberg,Utrecht,26,19,593,13921,Woudenberg,0.042597514546368793,42.59751454636879,425.9751454636879
2020-12-14,GM0352,352,Wijk bij Duurstede,Utrecht,26,9,669,23942,Wijk bij Duurstede,0.027942527775457356,27.942527775457357,279.4252777545736
2020-12-14,GM0353,353,IJsselstein,Utrecht,26,13,1243,33443,IJsselstein,0.037167718207098646,37.167718207098645,371.6771820709865
2020-12-14,GM0355,355,Zeist,Utrecht,26,33,2124,66019,Zeist,0.032172556385283026,32.17255638528302,321.72556385283025
2020-12-14,GM0356,356,Nieuwegein,Utrecht,26,23,2022,64529,Nieuwegein,0.03133474871763083,31.33474871763083,313.34748717630833
2020-12-14,GM0358,358,Aalsmeer,Noord-Holland,27,11,1189,32532,Aalsmeer,0.03654862904217386,36.54862904217386,365.4862904217386
2020-12-14,GM0361,361,Alkmaar,Noord-Holland,27,34,3159,110834,Alkmaar,0.028502084197989788,28.502084197989788,285.0208419798979
2020-12-14,GM0362,362,Amstelveen,Noord-Holland,27,34,3377,92509,Amstelveen,0.036504556313439775,36.50455631343978,365.04556313439775
2020-12-14,GM0363,363,Amsterdam,Noord-Holland,27,350,44473,885941,Amsterdam,0.05019860239000114,50.198602390001135,501.9860239000114
2020-12-14,GM0370,370,Beemster,Noord-Holland,27,1,245,,,,,
2020-12-14,GM0373,373,Bergen (NH.),Noord-Holland,27,7,947,29756,Bergen (NH.),0.03182551418201371,31.82551418201371,318.2551418201371
2020-12-14,GM0375,375,Beverwijk,Noord-Holland,27,10,1362,42133,Beverwijk,0.03232620511238222,32.32620511238222,323.2620511238222
2020-12-14,GM0376,376,Blaricum,Noord-Holland,27,8,377,12385,Blaricum,0.030440048445700443,30.44004844570044,304.40048445700444
2020-12-14,GM0377,377,Bloemendaal,Noord-Holland,27,9,596,23679,Bloemendaal,0.025169981840449343,25.169981840449342,251.69981840449344
2020-12-14,GM0383,383,Castricum,Noord-Holland,27,15,1009,36265,Castricum,0.027822969805597685,27.822969805597687,278.2296980559768
2020-12-14,GM0384,384,Diemen,Noord-Holland,27,11,1546,32011,Diemen,0.04829589828496454,48.295898284964544,482.9589828496454
2020-12-14,GM0385,385,Edam-Volendam,Noord-Holland,27,12,1451,36439,Edam-Volendam,0.03981997310573836,39.819973105738356,398.1997310573836
2020-12-14,GM0388,388,Enkhuizen,Noord-Holland,27,20,605,18652,Enkhuizen,0.032436199871327474,32.436199871327474,324.3619987132747
2020-12-14,GM0392,392,Haarlem,Noord-Holland,27,92,4990,163065,Haarlem,0.03060129396253028,30.601293962530278,306.0129396253028
2020-12-14,GM0394,394,Haarlemmermeer,Noord-Holland,27,80,5563,159342,Haarlemmermeer,0.0349123269445595,34.9123269445595,349.123269445595
2020-12-14,GM0396,396,Heemskerk,Noord-Holland,27,14,1362,39145,Heemskerk,0.034793715672499684,34.79371567249969,347.93715672499684
2020-12-14,GM0397,397,Heemstede,Noord-Holland,27,12,802,27578,Heemstede,0.029081151642613677,29.081151642613676,290.8115164261368
2020-12-14,GM0398,398,Heerhugowaard,Noord-Holland,27,33,1647,,,,,
2020-12-14,GM0399,399,Heiloo,Noord-Holland,27,11,575,24430,Heiloo,0.02353663528448629,23.536635284486287,235.3663528448629
2020-12-14,GM0400,400,Den Helder,Noord-Holland,27,19,996,56356,Den Helder,0.01767336219745901,17.67336219745901,176.73362197459008
2020-12-14,GM0402,402,Hilversum,Noord-Holland,27,26,2701,91840,Hilversum,0.029409843205574913,29.409843205574912,294.09843205574913
2020-12-14,GM0405,405,Hoorn,Noord-Holland,27,36,2160,74397,Hoorn,0.029033428767289003,29.033428767289003,290.33428767289
2020-12-14,GM0406,406,Huizen,Noord-Holland,27,29,1656,40962,Huizen,0.04042771349055222,40.42771349055222,404.2771349055222
2020-12-14,GM0415,415,Landsmeer,Noord-Holland,27,7,417,11565,Landsmeer,0.03605706874189364,36.057068741893644,360.5706874189364
2020-12-14,GM0416,416,Langedijk,Noord-Holland,27,12,863,,,,,
2020-12-14,GM0417,417,Laren,Noord-Holland,27,2,382,11571,Laren,0.03301356840376804,33.01356840376804,330.1356840376804
2020-12-14,GM0420,420,Medemblik,Noord-Holland,27,25,1280,45478,Medemblik,0.028145476933902108,28.145476933902106,281.4547693390211
2020-12-14,GM0431,431,Oostzaan,Noord-Holland,27,4,406,9665,Oostzaan,0.042007242628039315,42.007242628039315,420.07242628039313
2020-12-14,GM0432,432,Opmeer,Noord-Holland,27,4,311,12126,Opmeer,0.025647369289130792,25.647369289130793,256.4736928913079
2020-12-14,GM0437,437,Ouder-Amstel,Noord-Holland,27,7,613,14187,Ouder-Amstel,0.04320857122717981,43.20857122717981,432.0857122717981
2020-12-14,GM0439,439,Purmerend,Noord-Holland,27,26,2377,92504,Purmerend,0.02569618611087088,25.69618611087088,256.96186110870883
2020-12-14,GM0441,441,Schagen,Noord-Holland,27,16,1343,46856,Schagen,0.028662284445962097,28.662284445962097,286.622844459621
2020-12-14,GM0448,448,Texel,Noord-Holland,27,1,136,13690,Texel,0.00993425858290723,9.934258582907232,99.3425858290723
2020-12-14,GM0450,450,Uitgeest,Noord-Holland,27,17,507,13534,Uitgeest,0.03746120880744791,37.46120880744791,374.6120880744791
2020-12-14,GM0451,451,Uithoorn,Noord-Holland,27,14,1026,31004,Uithoorn,0.033092504193007355,33.09250419300736,330.9250419300736
2020-12-14,GM0453,453,Velsen,Noord-Holland,27,45,2372,68452,Velsen,0.03465201893297493,34.65201893297493,346.5201893297493
2020-12-14,GM0457,457,Weesp,Noord-Holland,27,18,1005,,,,,
2020-12-14,GM0473,473,Zandvoort,Noord-Holland,27,19,490,17161,Zandvoort,0.02855311462036012,28.55311462036012,285.53114620360117
2020-12-14,GM0479,479,Zaanstad,Noord-Holland,27,57,6580,157375,Zaanstad,0.0418109610802224,41.8109610802224,418.109610802224
2020-12-14,GM0482,482,Alblasserdam,Zuid-Holland,28,10,1018,20129,Alblasserdam,0.05057379899647275,50.573798996472746,505.7379899647275
2020-12-14,GM0484,484,Alphen aan den Rijn,Zuid-Holland,28,71,4749,113026,Alphen aan den Rijn,0.04201688107161184,42.01688107161184,420.1688107161184
2020-12-14,GM0489,489,Barendrecht,Zuid-Holland,28,19,2323,48712,Barendrecht,0.047688454590244705,47.6884545902447,476.88454590244703
2020-12-14,GM0498,498,Drechterland,Noord-Holland,27,10,572,20006,Drechterland,0.028591422573228033,28.591422573228034,285.91422573228033
2020-12-14,GM0501,501,Brielle,Zuid-Holland,28,13,606,17750,Brielle,0.03414084507042253,34.14084507042253,341.40845070422534
2020-12-14,GM0502,502,Capelle aan den IJssel,Zuid-Holland,28,37,3126,67281,Capelle aan den IJssel,0.04646185401524948,46.46185401524948,464.6185401524948
2020-12-14,GM0503,503,Delft,Zuid-Holland,28,39,4273,104638,Delft,0.04083602515338596,40.83602515338596,408.36025153385964
2020-12-14,GM0505,505,Dordrecht,Zuid-Holland,28,61,5745,119589,Dordrecht,0.04803953540877506,48.03953540877506,480.39535408775055
2020-12-14,GM0512,512,Gorinchem,Zuid-Holland,28,15,1607,37858,Gorinchem,0.04244809551481853,42.44809551481853,424.48095514818533
2020-12-14,GM0513,513,Gouda,Zuid-Holland,28,43,3459,74131,Gouda,0.04666064129716313,46.66064129716313,466.6064129716313
2020-12-14,GM0518,518,'s-Gravenhage,Zuid-Holland,28,170,24507,553769,'s-Gravenhage,0.044254914955513945,44.25491495551395,442.5491495551395
2020-12-14,GM0523,523,Hardinxveld-Giessendam,Zuid-Holland,28,15,844,18501,Hardinxveld-Giessendam,0.04561915572131236,45.61915572131236,456.1915572131236
2020-12-14,GM0530,530,Hellevoetsluis,Zuid-Holland,28,18,1274,40620,Hellevoetsluis,0.03136386016740522,31.36386016740522,313.6386016740522
2020-12-14,GM0531,531,Hendrik-Ido-Ambacht,Zuid-Holland,28,17,1455,31767,Hendrik-Ido-Ambacht,0.045802247615449994,45.80224761544999,458.02247615449994
2020-12-14,GM0532,532,Stede Broec,Noord-Holland,27,14,567,21943,Stede Broec,0.025839675522945815,25.839675522945814,258.39675522945817
2020-12-14,GM0534,534,Hillegom,Zuid-Holland,28,3,650,22295,Hillegom,0.029154518950437316,29.154518950437318,291.5451895043732
2020-12-14,GM0537,537,Katwijk,Zuid-Holland,28,44,3089,66160,Katwijk,0.04668984280532044,46.68984280532044,466.8984280532044
2020-12-14,GM0542,542,Krimpen aan den IJssel,Zuid-Holland,28,22,1423,29431,Krimpen aan den IJssel,0.04835037885223064,48.35037885223064,483.5037885223064
2020-12-14,GM0546,546,Leiden,Zuid-Holland,28,32,4666,125304,Leiden,0.03723743854944774,37.237438549447745,372.3743854944774
2020-12-14,GM0547,547,Leiderdorp,Zuid-Holland,28,14,1000,27443,Leiderdorp,0.03643916481434246,36.439164814342455,364.39164814342456
2020-12-14,GM0553,553,Lisse,Zuid-Holland,28,11,752,23005,Lisse,0.03268854596826777,32.68854596826777,326.8854596826777
2020-12-14,GM0556,556,Maassluis,Zuid-Holland,28,12,1556,34408,Maassluis,0.04522204138572425,45.222041385724246,452.2204138572425
2020-12-14,GM0569,569,Nieuwkoop,Zuid-Holland,28,26,1038,29284,Nieuwkoop,0.03544597732550198,35.445977325501985,354.45977325501985
2020-12-14,GM0575,575,Noordwijk,Zuid-Holland,28,16,1495,44390,Noordwijk,0.03367875647668394,33.67875647668394,336.7875647668394
2020-12-14,GM0579,579,Oegstgeest,Zuid-Holland,28,16,849,25534,Oegstgeest,0.03324978460092426,33.24978460092426,332.4978460092426
2020-12-14,GM0589,589,Oudewater,Utrecht,26,10,387,10166,Oudewater,0.0380680700373795,38.0680700373795,380.680700373795
2020-12-14,GM0590,590,Papendrecht,Zuid-Holland,28,20,1294,32151,Papendrecht,0.0402475817237411,40.2475817237411,402.475817237411
2020-12-14,GM0597,597,Ridderkerk,Zuid-Holland,28,20,2181,47058,Ridderkerk,0.046347061073568785,46.34706107356878,463.47061073568784
2020-12-14,GM0599,599,Rotterdam,Zuid-Holland,28,251,37459,656338,Rotterdam,0.05707272777136171,57.072727771361706,570.7272777136171
2020-12-14,GM0603,603,Rijswijk,Zuid-Holland,28,22,2232,57220,Rijswijk,0.039007340090877314,39.007340090877314,390.0734009087731
